RECENCY_WINDOW,KNOWN_ACCOUNT_COUNT,RETURNING_ACCOUNT_COUNT,NET_NEW_ACCOUNT_COUNT,RETURNING_ACCOUNT_RATE
2025_2026,1074,0,1074,0.000000
