RECENCY_WINDOW,MATCH_COUNT,PLAYER_ROW_COUNT,KNOWN_ACCOUNT_COUNT,DISTINCT_HERO_COUNT,AVG_MATCH_DURATION_MINUTES,RADIANT_WIN_RATE,PATCH_COUNT,LEAGUE_COUNT
2025_2026,400,3910,1074,127,30.047250000000,0.492500,1,12
